Gen;Avg Gen Fitness;Fit of Gen best;Fit of Total Best;total best contact cnt;total best overlaps cnt;crossover rate;mutation rate
886;9,873000;10,000000;10,000000;10;0;0,000000;0,000000
887;9,960000;10,000000;10,000000;10;0;0,000000;0,000000
888;9,929167;10,000000;10,000000;10;0;0,000000;0,000000
889;9,868333;10,000000;10,000000;10;0;0,000000;0,000000
890;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
891;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
892;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
893;9,950000;10,000000;10,000000;10;0;0,000000;0,000000
894;9,980000;10,000000;10,000000;10;0;0,000000;0,000000
895;9,955000;10,000000;10,000000;10;0;0,000000;0,000000
896;9,970000;10,000000;10,000000;10;0;0,000000;0,000000
897;9,943889;10,000000;10,000000;10;0;0,000000;0,000000
898;9,975000;10,000000;10,000000;10;0;0,000000;0,000000
899;9,980000;10,000000;10,000000;10;0;0,000000;0,000000
900;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
901;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
902;9,935000;10,000000;10,000000;10;0;0,000000;0,000000
903;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
904;9,885000;10,000000;10,000000;10;0;0,000000;0,000000
905;9,905000;10,000000;10,000000;10;0;0,000000;0,000000
906;9,895000;10,000000;10,000000;10;0;0,000000;0,000000
907;9,900000;10,000000;10,000000;10;0;0,000000;0,000000
908;9,920000;10,000000;10,000000;10;0;0,000000;0,000000
909;9,955000;10,000000;10,000000;10;0;0,000000;0,000000
910;9,955000;10,000000;10,000000;10;0;0,000000;0,000000
911;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
912;9,975000;10,000000;10,000000;10;0;0,000000;0,000000
913;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
914;9,985000;10,000000;10,000000;10;0;0,000000;0,000000
915;9,975000;10,000000;10,000000;10;0;0,000000;0,000000
916;9,965000;10,000000;10,000000;10;0;0,000000;0,000000
917;9,970000;10,000000;10,000000;10;0;0,000000;0,000000
918;9,990000;10,000000;10,000000;10;0;0,000000;0,000000
919;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
920;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
921;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
922;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
923;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
924;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
925;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
926;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
927;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
928;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
929;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
930;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
931;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
932;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
933;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
934;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
935;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
936;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
937;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
938;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
939;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
940;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
941;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
942;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
943;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
944;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
945;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
946;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
947;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
948;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
949;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
950;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
951;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
952;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
953;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
954;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
955;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
956;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
957;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
958;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
959;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
960;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
961;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
962;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
963;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
964;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
965;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
966;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
967;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
968;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
969;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
970;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
971;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
972;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
973;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
974;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
975;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
976;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
977;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
978;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
979;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
980;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
981;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
982;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
983;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
984;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
985;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
986;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
987;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
988;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
989;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
990;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
991;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
992;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
993;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
994;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
995;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
996;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
997;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
998;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
999;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
1000;10,000000;10,000000;10,000000;10;0;0,000000;0,000000
