Gen;Avg Gen Fitness;Fit of Gen best;Fit of Total Best;total best contact cnt;total best overlaps cnt;crossover rate;mutation rate
32;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
33;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
34;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
35;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
36;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
37;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
38;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
39;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
40;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
41;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
42;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
43;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
44;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
45;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
46;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
47;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
48;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
49;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
50;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
51;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
52;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
53;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
54;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
55;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
56;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
57;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
58;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
59;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
60;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
61;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
62;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
63;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
64;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
65;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
66;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
67;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
68;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
69;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
70;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
71;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
72;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
73;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
74;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
75;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
76;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
77;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
78;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
79;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
80;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
81;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
82;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
83;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
84;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
85;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
86;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
87;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
88;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
89;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
90;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
91;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
92;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
93;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
94;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
95;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
96;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
97;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
98;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
99;3,000000;3,000000;3,000000;3;0;0,000000;0,000000
